,your_best(red)
,<Average Winning Rate>
your_base1,0.8
your_base2,0.8
your_base3,1.0
baseline,1.0
Num_Win,4.0
Avg_Winning_Rate,0.9
,<Average Scores>
your_base1,5.5
your_base2,6.7
your_base3,6.9
baesline,7.3
Avg_Score,6.6000000000000005
